Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,PassAtt,Cmp%,PassTotDist,PassPrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,PassFinThird,PPA,CrsPA,PassProg,SCA,PassLiveShot,PassDeadShot,DribShot,ShLSh,Fld,DefShot,GCA,PassLiveGoal,PassDeadGoal,DribGoal,ShGoal,FldGoal,DefGoal,Tkl,TklW,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTackled,DribContest,DribTackled%,Past,Press,SuccPress,SuccPress%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlockSh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,TouchDef3rd,TouchMid3rd,TouchAtt3rd,AttPen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,ProgCarries,CarriesFinThird,CPA,Mis,Dis,Targ,Rec,Rec%,ProgPassRec,Gls,PK,PKatt,Sh,SoT,CrdY,CrdR,xG,npxG
2021-04-10,Lisandro Magallán,Matchweek 30,Away,L 2–3,Crotone,Spezia,N,CB,52,10,17,58.8,190,90,5,6,83.3,2,4,50.0,3,6,50.0,1,0.1,1,1,1,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,14.3,3,2,2,0,0,0,0,0,0,5,0,22,6,9,9,4,0,20,0,0,0,0,0,7,47,13,1,0,0,0,0,5,5,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-21,Lisandro Magallán,Matchweek 32,Home,L 0–1,Crotone,Sampdoria,Y,CB,90,42,47,89.4,852,273,15,15,100.0,21,22,95.5,6,10,60.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,13,6,46.2,4,7,2,1,0,0,1,4,6,5,0,57,8,35,28,1,0,56,0,0,0,0,0,41,292,157,0,0,0,0,0,37,36,97.3,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-24,Lisandro Magallán,Matchweek 33,Away,W 4–3,Crotone,Parma,Y,CB,90,25,35,71.4,507,185,8,10,80.0,15,19,78.9,2,6,33.3,0,0.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,4,25.0,3,17,5,29.4,12,5,0,2,1,0,1,0,2,5,0,45,10,26,19,1,1,44,0,0,0,0,0,20,81,54,1,0,0,1,0,26,23,88.5,0,1,0,0,1,1,0,0,0.1,0.1
2021-05-01,Lisandro Magallán,Matchweek 34,Home,L 0–2,Crotone,Inter,Y,CB,90,47,50,94.0,823,414,20,22,90.9,19,19,100.0,5,6,83.3,0,0.0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,19,5,26.3,13,6,0,3,1,0,2,3,4,4,0,59,9,27,31,2,1,59,0,0,0,0,0,39,118,61,2,0,0,0,0,42,40,95.2,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-09,Lisandro Magallán,Matchweek 35,Away,L 0–5,Crotone,Roma,Y,CB,90,26,29,89.7,511,279,9,9,100.0,14,15,93.3,3,4,75.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,2,50.0,1,13,4,30.8,10,3,0,2,0,0,2,1,3,5,1,39,7,27,15,0,0,37,0,0,0,0,0,22,92,43,1,0,0,0,0,23,23,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-13,Lisandro Magallán,Matchweek 36,Home,W 2–1,Crotone,Hellas Verona,Y,CB,90,20,30,66.7,398,218,7,8,87.5,12,19,63.2,1,3,33.3,0,0.0,0,6,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,1,0.0,1,12,2,16.7,7,5,0,1,0,0,1,1,3,1,0,36,3,14,19,3,1,36,0,0,0,0,0,17,56,27,1,0,0,1,0,22,21,95.5,0,0,0,0,0,0,1,0,0.0,0.0
2021-05-16,Lisandro Magallán,Matchweek 37,Away,D 1–1,Crotone,Benevento,Y,CB,90,28,32,87.5,556,181,10,13,76.9,14,15,93.3,4,4,100.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,19,4,21.1,14,5,0,1,1,0,0,2,3,8,0,42,10,25,16,3,0,41,0,0,0,0,0,21,108,73,2,0,0,0,0,23,22,95.7,0,0,0,0,0,0,1,0,0.0,0.0
2020-09-20,Weston McKennie,Matchweek 1,Home,W 3–0,Juventus,Sampdoria,Y,CM,90,62,71,87.3,1194,219,27,29,93.1,25,27,92.6,10,13,76.9,0,0.0,1,1,0,0,3,3,2,0,0,1,0,0,1,0,0,0,1,0,0,5,3,1,4,0,0,5,0.0,5,33,10,30.3,7,25,1,3,2,0,1,2,7,3,0,90,2,17,49,25,4,90,1,2,50.0,2,0,55,192,78,4,0,0,0,2,67,64,95.5,1,0,0,0,3,2,0,0,0.4,0.4
2020-09-27,Weston McKennie,Matchweek 2,Away,D 2–2,Juventus,Roma,Y,CM,57,37,39,94.9,759,166,14,14,100.0,15,16,93.8,7,8,87.5,0,0.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,13,2,15.4,2,8,3,1,0,0,1,0,0,1,0,43,2,16,25,4,0,41,0,0,0,0,0,24,110,41,1,1,0,1,1,37,34,91.9,2,0,0,0,0,0,0,0,0.0,0.0
2021-04-07,Weston McKennie,Matchweek 3,Home,W 2–1,Juventus,Napoli,N,RM,22,8,11,72.7,182,78,3,4,75.0,3,4,75.0,2,2,100.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,3,66.7,1,9,1,11.1,8,1,0,0,0,0,0,2,4,0,0,13,0,4,10,3,0,12,0,0,0,0,0,7,51,40,3,2,0,0,0,7,7,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-01,Weston McKennie,Matchweek 6,Away,W 4–1,Juventus,Spezia,Y,RM,61,14,21,66.7,155,26,9,12,75.0,2,4,50.0,0,1,0.0,1,0.7,1,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,11,2,18.2,4,6,1,1,1,0,0,1,2,0,0,28,0,5,11,15,7,28,1,1,100.0,1,0,18,73,34,2,2,1,2,2,33,22,66.7,6,0,0,0,0,0,0,0,0.0,0.0
2020-11-08,Weston McKennie,Matchweek 7,Away,D 1–1,Juventus,Lazio,N,RW,14,4,5,80.0,41,22,3,4,75.0,1,1,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,8,1,12.5,4,3,1,0,0,0,0,0,2,1,0,7,1,3,4,0,0,7,0,0,0,0,0,3,12,1,0,0,0,0,0,5,3,60.0,1,0,0,0,0,0,0,0,0.0,0.0
2020-11-21,Weston McKennie,Matchweek 8,Home,W 2–0,Juventus,Cagliari,N,DM,22,13,16,81.3,194,22,9,9,100.0,3,5,60.0,1,1,100.0,0,0.0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,11,2,18.2,2,8,1,0,0,0,0,1,2,0,0,19,0,3,8,8,3,19,0,0,0,0,0,6,47,28,0,0,0,0,0,12,12,100.0,2,0,0,0,1,0,0,0,0.1,0.1
2020-12-05,Weston McKennie,Matchweek 10,Home,W 2–1,Juventus,Torino,N,DM,20,6,6,100.0,106,53,2,2,100.0,2,2,100.0,1,1,100.0,0,0.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,25.0,1,1,2,1,0,0,1,1,1,0,0,9,0,2,3,4,1,9,0,0,0,0,0,2,2,1,0,0,0,0,0,11,4,36.4,1,1,0,0,1,1,0,0,0.3,0.3
2020-12-13,Weston McKennie,Matchweek 11,Away,W 3–1,Juventus,Genoa,Y,CM,90,41,48,85.4,653,175,23,26,88.5,16,18,88.9,2,2,100.0,1,0.3,3,2,3,0,6,5,4,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,20,3,15.0,3,10,7,1,0,0,1,0,1,0,0,58,0,7,29,25,9,53,0,0,0,0,0,42,160,88,4,2,0,2,1,52,38,73.1,11,0,0,0,3,1,1,0,0.2,0.2
2020-12-16,Weston McKennie,Matchweek 12,Home,D 1–1,Juventus,Atalanta,Y,"RM,LM",90,19,24,79.2,303,40,9,10,90.0,9,12,75.0,1,1,100.0,0,0.5,2,2,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,1,1,100.0,0,24,8,33.3,5,12,7,0,0,0,0,0,3,4,0,39,3,9,20,12,3,39,1,1,100.0,1,0,22,89,58,3,1,0,4,1,35,24,68.6,9,0,0,0,1,1,1,0,0.1,0.1
2020-12-19,Weston McKennie,Matchweek 13,Away,W 4–0,Juventus,Parma,Y,CM,75,21,24,87.5,398,80,10,10,100.0,9,9,100.0,2,4,50.0,0,0.4,1,0,2,0,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,11,5,45.5,3,6,2,0,0,0,0,0,0,2,0,31,2,5,14,13,6,31,2,3,66.7,2,0,24,79,39,2,0,0,1,1,36,26,72.2,6,0,0,0,1,0,0,0,0.1,0.1
2020-12-22,Weston McKennie,Matchweek 14,Home,L 0–3,Juventus,Fiorentina,Y,"DM,CM",72,27,31,87.1,405,73,15,16,93.8,9,10,90.0,2,2,100.0,0,0.1,2,1,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,2,50.0,1,19,8,42.1,6,8,5,2,0,0,2,0,2,1,0,38,3,6,20,14,1,38,0,0,0,0,0,24,132,43,3,1,0,0,1,31,28,90.3,5,0,0,0,1,0,0,0,0.0,0.0
2021-01-03,Weston McKennie,Matchweek 15,Home,W 4–1,Juventus,Udinese,Y,DM,64,30,32,93.8,455,61,14,14,100.0,16,18,88.9,0,0,0,0,0.1,1,3,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,1,20.0,0,4,1,0,0,0,0,3,4,2,0,40,3,6,26,10,0,40,0,1,0.0,0,0,24,47,22,1,1,0,0,1,38,31,81.6,1,0,0,0,0,0,1,0,0.0,0.0
2021-01-06,Weston McKennie,Matchweek 16,Away,W 3–1,Juventus,Milan,N,FW,27,6,9,66.7,95,29,3,6,50.0,3,3,100.0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,7,2,28.6,2,4,1,1,0,0,1,0,2,1,0,17,1,2,7,8,2,17,0,0,0,0,0,11,33,7,0,0,0,1,2,16,11,68.8,1,1,0,0,2,2,0,0,0.5,0.5
2021-01-10,Weston McKennie,Matchweek 17,Home,W 3–1,Juventus,Sassuolo,Y,LM,18,7,9,77.8,105,50,4,5,80.0,3,3,100.0,0,0,0,0,0.1,1,0,2,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,6,2,33.3,1,1,4,1,0,0,1,0,0,0,0,10,0,1,4,5,0,10,2,2,100.0,2,0,9,22,6,0,0,0,0,0,14,9,64.3,3,0,0,0,0,0,0,0,0.0,0.0
2021-01-17,Weston McKennie,Matchweek 18,Away,L 0–2,Juventus,Inter,N,DM,33,17,19,89.5,216,26,11,11,100.0,5,6,83.3,0,1,0.0,0,0.1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,10,2,20.0,1,8,1,0,0,0,0,0,1,0,0,22,1,3,7,13,3,22,0,0,0,0,0,16,65,27,1,0,0,1,0,20,17,85.0,4,0,0,0,1,1,0,0,0.1,0.1
2021-01-24,Weston McKennie,Matchweek 19,Home,W 2–0,Juventus,Bologna,Y,RM,89,33,37,89.2,514,168,15,16,93.8,15,16,93.8,2,2,100.0,0,0.2,3,4,3,0,7,6,4,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,3,0.0,3,11,1,9.1,0,6,5,1,0,0,1,1,3,1,0,52,1,7,30,21,7,52,1,1,100.0,1,0,34,218,164,4,3,0,0,2,46,37,80.4,7,1,0,0,5,2,0,0,0.8,0.8
2021-01-30,Weston McKennie,Matchweek 20,Away,W 2–0,Juventus,Sampdoria,Y,"RM,DM",90,30,34,88.2,460,99,14,15,93.3,14,17,82.4,1,1,100.0,0,0.1,2,2,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,2,1,4,5,80.0,1,29,13,44.8,8,12,9,0,0,0,0,3,10,3,0,48,4,11,28,11,3,47,0,1,0.0,1,0,26,119,67,2,0,0,3,2,34,28,82.4,7,0,0,0,0,0,0,0,0.0,0.0
2021-02-06,Weston McKennie,Matchweek 21,Home,W 2–0,Juventus,Roma,Y,LM,64,15,17,88.2,208,30,9,9,100.0,5,7,71.4,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,14,4,28.6,3,6,5,1,0,0,1,0,0,1,0,19,2,5,13,1,0,19,0,0,0,0,0,14,43,4,0,0,0,0,0,25,13,52.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-02-13,Weston McKennie,Matchweek 22,Away,L 0–1,Juventus,Napoli,N,LM,28,14,16,87.5,168,30,7,8,87.5,4,4,100.0,0,1,0.0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50.0,2,0,2,1,0,0,1,0,0,0,0,20,1,2,8,10,4,18,0,0,0,0,0,10,34,7,0,0,0,1,1,19,14,73.7,3,0,0,0,1,0,0,0,0.1,0.1
2021-02-22,Weston McKennie,Matchweek 23,Home,W 3–0,Juventus,Crotone,Y,CM,90,36,39,92.3,528,157,17,18,94.4,17,18,94.4,1,2,50.0,0,0.0,0,3,0,0,4,3,3,0,0,0,0,0,1,1,0,0,0,0,0,4,3,2,2,0,0,0,0,0,20,6,30.0,5,11,4,1,1,0,0,2,6,2,0,52,4,16,26,13,3,50,1,2,50.0,1,0,30,184,93,4,1,0,0,0,36,27,75.0,2,1,0,0,2,1,0,0,0.3,0.3
2021-02-27,Weston McKennie,Matchweek 24,Away,D 1–1,Juventus,Hellas Verona,N,"CM,AM",23,4,6,66.7,43,0,4,4,100.0,0,1,0.0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,1,1,2,0,0,0,0,1,1,0,0,10,0,3,5,2,0,9,0,1,0.0,1,0,5,33,18,0,0,0,1,2,9,7,77.8,2,0,0,0,0,0,0,0,0.0,0.0
2021-03-02,Weston McKennie,Matchweek 25,Home,W 3–0,Juventus,Spezia,Y,LM,60,22,28,78.6,286,65,17,21,81.0,4,6,66.7,1,1,100.0,0,0.0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0.0,1,17,4,23.5,3,11,3,4,0,0,4,2,4,1,0,38,2,8,20,14,3,38,0,0,0,0,0,17,108,84,3,3,0,1,0,31,22,71.0,3,0,0,0,0,0,0,0,0.0,0.0
2021-03-06,Weston McKennie,Matchweek 26,Home,W 3–1,Juventus,Lazio,N,"LW,CM,AM",21,1,3,33.3,12,10,1,1,100.0,0,1,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,5,0,1,3,1,0,5,0,0,0,0,0,3,26,20,1,0,0,0,1,5,3,60.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-14,Weston McKennie,Matchweek 27,Away,W 3–1,Juventus,Cagliari,N,"RM,FW",21,4,6,66.7,55,0,3,4,75.0,1,2,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,9,3,33.3,3,4,2,2,1,0,1,0,1,1,0,14,2,5,7,3,2,14,0,0,0,0,0,6,47,40,1,1,1,1,1,11,8,72.7,1,0,0,0,1,1,0,0,0.1,0.1
2021-03-21,Weston McKennie,Matchweek 28,Home,L 0–1,Juventus,Benevento,N,CM,18,13,17,76.5,360,72,5,6,83.3,2,3,66.7,5,7,71.4,0,0.0,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.3,1,1,1,0,0,0,0,0,0,0,0,19,0,3,12,8,1,18,1,1,100.0,1,0,15,124,78,4,3,0,2,0,17,16,94.1,2,0,0,0,0,0,0,0,0.0,0.0
2021-04-11,Weston McKennie,Matchweek 30,Home,W 3–1,Juventus,Genoa,N,RM,23,7,10,70.0,124,57,4,5,80.0,2,4,50.0,1,1,100.0,0,0.1,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,50.0,1,4,1,25.0,0,3,1,0,0,0,0,0,2,0,0,14,0,2,3,10,3,14,0,0,0,0,0,10,71,35,2,0,2,0,0,13,11,84.6,3,1,0,0,2,1,0,0,0.5,0.5
2021-04-18,Weston McKennie,Matchweek 31,Away,L 0–1,Juventus,Atalanta,Y,"RM,LM",76,28,36,77.8,425,79,14,16,87.5,11,13,84.6,1,3,33.3,0,0.0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,0,1,0.0,1,27,10,37.0,7,11,9,1,0,0,1,0,3,1,0,44,1,7,21,19,4,41,3,4,75.0,3,0,30,174,89,6,2,1,1,1,45,31,68.9,11,0,0,0,0,0,0,0,0.0,0.0
2021-04-21,Weston McKennie,Matchweek 32,Home,W 3–1,Juventus,Parma,Y,LM,73,28,33,84.8,467,48,16,19,84.2,10,11,90.9,2,2,100.0,0,0.0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,14,0,0.0,1,11,2,0,0,0,0,1,1,0,0,39,1,2,14,23,3,38,0,1,0.0,0,0,22,83,50,1,0,0,2,1,45,31,68.9,12,0,0,0,1,0,1,0,0.3,0.3
2021-04-25,Weston McKennie,Matchweek 33,Away,D 1–1,Juventus,Fiorentina,N,LM,22,14,16,87.5,286,43,8,8,100.0,3,4,75.0,3,4,75.0,0,0.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50.0,1,0,1,0,0,0,0,0,0,0,0,17,0,3,9,6,0,17,0,0,0,0,0,13,75,45,3,1,0,0,0,15,14,93.3,3,0,0,0,0,0,0,0,0.0,0.0
2021-05-02,Weston McKennie,Matchweek 34,Away,W 2–1,Juventus,Udinese,Y,DM,83,48,53,90.6,789,79,18,19,94.7,22,25,88.0,4,4,100.0,0,0.0,1,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,50.0,1,31,3,9.7,7,11,13,0,0,0,0,1,2,0,0,64,1,8,32,27,6,64,0,0,0,0,0,41,149,66,2,1,1,3,2,55,52,94.5,16,0,0,0,2,0,0,0,0.3,0.3
2021-05-09,Weston McKennie,Matchweek 35,Home,L 0–3,Juventus,Milan,Y,"RM,DM",90,31,35,88.6,601,94,13,15,86.7,14,14,100.0,4,6,66.7,0,0.0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,22,6,27.3,6,9,7,4,1,0,3,1,1,0,0,43,0,6,23,16,0,43,0,0,0,0,0,29,157,100,5,2,0,1,1,40,32,80.0,1,0,0,0,0,0,0,0,0.0,0.0
2021-05-12,Weston McKennie,Matchweek 36,Away,W 3–1,Juventus,Sassuolo,N,FW,10,4,5,80.0,63,6,2,2,100.0,2,3,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,3,0,0.0,0,3,0,0,0,0,0,0,1,0,0,6,0,1,5,1,1,6,0,0,0,0,0,3,70,57,1,0,0,1,0,5,4,80.0,1,0,0,0,0,0,0,0,0.0,0.0
2021-05-15,Weston McKennie,Matchweek 37,Home,W 3–2,Juventus,Inter,N,FW,33,9,11,81.8,136,57,5,5,100.0,4,5,80.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,3,1,0,0,0,0,0,0,0,0,0,11,0,2,8,1,0,11,0,0,0,0,0,4,8,1,0,0,0,0,0,10,9,90.0,1,0,0,0,0,0,0,0,0.0,0.0
2021-05-23,Weston McKennie,Matchweek 38,Away,W 4–1,Juventus,Bologna,N,LM,33,14,17,82.4,215,36,9,10,90.0,4,6,66.7,1,1,100.0,0,0.0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,2,1,0,0,0,0,1,1,0,0,21,0,2,12,8,2,20,0,1,0.0,0,0,12,98,62,2,1,0,0,2,19,18,94.7,8,0,0,0,1,1,1,0,0.1,0.1
2020-09-19,Antonín Barák,Matchweek 1,Home,W 3–0,Hellas Verona,Roma,N,AM,25.0,6.0,8.0,75.0,64.0,5.0,4.0,4.0,100.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,2.0,2.0,10.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,2.0,0.0,0.0,0.0,2.0,2.0,11.0,9.0,81.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-27,Antonín Barák,Matchweek 2,Home,W 1–0,Hellas Verona,Udinese,Y,LW,90.0,30.0,36.0,83.3,396.0,162.0,19.0,23.0,82.6,11.0,12.0,91.7,0.0,0.0,0.0,0.0,0.3,3.0,3.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,27.0,8.0,29.6,4.0,17.0,6.0,4.0,1.0,0.0,3.0,0.0,2.0,3.0,0.0,48.0,4.0,10.0,25.0,15.0,2.0,47.0,0.0,1.0,0.0,0.0,0.0,30.0,133.0,78.0,2.0,0.0,0.0,1.0,0.0,38.0,29.0,76.3,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-10-04,Antonín Barák,Matchweek 3,Away,L 0–1,Hellas Verona,Parma,Y,AM,57.0,16.0,19.0,84.2,337.0,84.0,7.0,8.0,87.5,6.0,7.0,85.7,3.0,4.0,75.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,37.5,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,2.0,3.0,14.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,16.0,153.0,70.0,5.0,1.0,0.0,0.0,0.0,21.0,17.0,81.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-10-25,Antonín Barák,Matchweek 5,Away,D 1–1,Hellas Verona,Juventus,N,"RW,FW",29.0,4.0,6.0,66.7,66.0,19.0,2.0,3.0,66.7,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,3.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-02,Antonín Barák,Matchweek 6,Home,W 3–1,Hellas Verona,Benevento,Y,AM,89.0,21.0,27.0,77.8,322.0,114.0,12.0,15.0,80.0,6.0,7.0,85.7,2.0,3.0,66.7,0.0,0.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,12.0,2.0,16.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,5.0,19.0,14.0,3.0,33.0,1.0,1.0,100.0,1.0,0.0,25.0,146.0,94.0,6.0,4.0,2.0,0.0,1.0,32.0,27.0,84.4,2.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.6,0.6
2020-11-08,Antonín Barák,Matchweek 7,Away,D 2–2,Hellas Verona,Milan,Y,AM,90.0,20.0,25.0,80.0,315.0,49.0,10.0,11.0,90.9,9.0,10.0,90.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,19.0,4.0,21.1,4.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,37.0,5.0,12.0,16.0,13.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,19.0,144.0,100.0,2.0,2.0,0.0,0.0,2.0,26.0,24.0,92.3,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.8,0.8
2020-11-22,Antonín Barák,Matchweek 8,Home,L 0–2,Hellas Verona,Sassuolo,Y,RM,90.0,37.0,46.0,80.4,647.0,218.0,19.0,20.0,95.0,12.0,14.0,85.7,5.0,7.0,71.4,0.0,0.1,2.0,7.0,1.0,0.0,9.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,17.0,4.0,23.5,5.0,3.0,9.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,55.0,2.0,9.0,28.0,23.0,3.0,52.0,1.0,2.0,50.0,1.0,0.0,41.0,276.0,126.0,7.0,3.0,1.0,0.0,1.0,43.0,41.0,95.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
